id,center_id,meal_id,YearRank,Years,Quarters,week,base_price,checkout_price,emailer_for_promotion,homepage_featured,num_orders
1353208,153,2304,1,Year 1,Q1,6,437.50,437.5,0,0,53
1356410,153,1803,1,Year 1,Q1,6,171.75,170.75,0,0,203
1361174,153,1885,1,Year 1,Q1,6,146.53,146.53,0,0,405
1370851,153,1311,1,Year 1,Q1,6,181.42,181.42,0,0,312
1391693,153,1770,1,Year 1,Q1,6,485.03,486.03,0,0,40
1397842,153,2631,1,Year 1,Q1,6,245.41,246.41,0,0,55
1417656,153,2581,1,Year 1,Q1,6,610.13,612.13,0,0,109
1417749,153,2444,1,Year 1,Q1,6,626.62,484.03,0,0,298
1427179,153,2707,1,Year 1,Q1,6,229.89,229.89,0,0,257
1459245,153,1248,1,Year 1,Q1,6,251.23,251.23,0,0,14
1461836,153,1754,1,Year 1,Q1,6,286.15,214.43,0,0,324
1462385,153,1993,1,Year 1,Q1,6,146.53,144.53,0,0,474
1465388,153,1558,1,Year 1,Q1,6,610.13,611.13,0,0,82
1469855,153,1216,1,Year 1,Q1,6,455.93,454.93,0,0,55
1470053,153,2577,1,Year 1,Q1,6,281.33,242.53,0,0,122
1470639,153,1062,1,Year 1,Q1,6,179.45,162.05,0,0,431
1480549,153,1962,1,Year 1,Q1,6,611.13,611.13,0,0,202
1495148,153,2290,1,Year 1,Q1,6,309.43,154.23,0,1,4983
1009180,157,2640,1,Year 1,Q1,6,242.53,241.53,0,0,136
1042724,157,1445,1,Year 1,Q1,6,658.63,497.67,0,0,243
1051635,157,1727,1,Year 1,Q1,6,312.37,241.53,1,0,581
1059658,157,2444,1,Year 1,Q1,6,659.63,498.64,0,0,215
1073976,157,1248,1,Year 1,Q1,6,256.08,258.08,0,0,67
1074367,157,1993,1,Year 1,Q1,6,97.03,95.09,0,1,701
1101484,157,2760,1,Year 1,Q1,6,232.83,232.83,0,0,135
1128318,157,1885,1,Year 1,Q1,6,94.09,96.09,0,0,878
1145766,157,1778,1,Year 1,Q1,6,175.57,156.2,0,0,134
1152970,157,2826,1,Year 1,Q1,6,253.23,251.23,0,0,243
1162595,157,1525,1,Year 1,Q1,6,281.33,281.33,0,1,81
1164929,157,1543,1,Year 1,Q1,6,505.43,436.5,1,1,67
1169792,157,1062,1,Year 1,Q1,6,144.53,145.53,0,0,284
1170742,157,1207,1,Year 1,Q1,6,322.10,321.1,0,0,121
1194032,157,1902,1,Year 1,Q1,6,486.03,485.03,0,0,28
1195242,157,2539,1,Year 1,Q1,6,94.15,94.15,0,0,135
1237677,157,1754,1,Year 1,Q1,6,229.95,227.95,0,0,323
1247687,157,1247,1,Year 1,Q1,6,486.03,484.03,0,0,27
1262371,157,2631,1,Year 1,Q1,6,252.23,209.55,0,1,148
1265004,157,1216,1,Year 1,Q1,6,417.13,417.13,0,0,41
1278201,157,1971,1,Year 1,Q1,6,261.93,262.93,0,0,203
1307793,157,2304,1,Year 1,Q1,6,453.99,478.24,1,0,55
1322312,157,1230,1,Year 1,Q1,6,307.52,306.52,0,0,148
1323370,157,2290,1,Year 1,Q1,6,271.63,160.08,0,1,2970
1328248,157,2306,1,Year 1,Q1,6,323.01,243.5,0,0,122
1358022,157,1109,1,Year 1,Q1,6,276.51,153.26,0,0,485
1405320,157,2581,1,Year 1,Q1,6,485.03,484.03,0,0,204
1426883,157,1558,1,Year 1,Q1,6,485.03,485.03,0,0,242
1428582,157,1962,1,Year 1,Q1,6,486.03,486.03,0,0,351
1430150,157,2707,1,Year 1,Q1,6,211.46,212.46,0,0,150
1436835,157,2126,1,Year 1,Q1,6,551.93,437.5,0,0,26
1446554,157,2867,1,Year 1,Q1,6,659.63,484.03,0,0,53
1471230,157,2322,1,Year 1,Q1,6,323.98,324.98,0,0,108
1472802,157,1878,1,Year 1,Q1,6,242.53,243.53,0,0,177
1006259,161,2492,1,Year 1,Q1,6,445.23,446.23,0,0,55
1013606,161,2304,1,Year 1,Q1,6,503.43,436.5,1,0,14
1022611,161,1754,1,Year 1,Q1,6,280.33,244.5,0,0,202
1038303,161,1207,1,Year 1,Q1,6,291.97,291.97,0,0,108
1039793,161,1971,1,Year 1,Q1,6,291.06,291.06,0,0,68
1042094,161,2577,1,Year 1,Q1,6,243.53,241.53,0,0,53
1060448,161,1525,1,Year 1,Q1,6,281.33,280.33,0,0,94
1085447,161,2126,1,Year 1,Q1,6,436.50,436.5,0,0,69
1098641,161,2631,1,Year 1,Q1,6,262.93,260.93,0,0,13
1105945,161,1445,1,Year 1,Q1,6,660.63,484.03,0,1,42
1168090,161,1885,1,Year 1,Q1,6,114.49,113.49,0,1,499
1191421,161,1993,1,Year 1,Q1,6,114.46,116.46,0,0,365
1226428,161,2444,1,Year 1,Q1,6,658.63,484.03,0,0,122
1238941,161,2306,1,Year 1,Q1,6,339.53,243.5,0,0,42
1257382,161,1216,1,Year 1,Q1,6,417.13,418.13,0,0,15
1265239,161,2322,1,Year 1,Q1,6,324.98,324.98,0,0,136
1267590,161,1878,1,Year 1,Q1,6,242.53,242.53,0,0,190
1279019,161,1543,1,Year 1,Q1,6,504.43,438.5,1,1,81
1279700,161,2640,1,Year 1,Q1,6,241.53,243.53,0,0,311
1280236,161,1778,1,Year 1,Q1,6,178.51,152.35,0,0,108
1282119,161,2707,1,Year 1,Q1,6,211.52,210.52,0,0,94
1286443,161,1558,1,Year 1,Q1,6,621.83,621.83,0,0,55
1291089,161,1230,1,Year 1,Q1,6,319.19,318.19,0,0,67
1328083,161,2704,1,Year 1,Q1,6,282.33,282.33,0,0,96
1334325,161,1962,1,Year 1,Q1,6,621.83,619.83,0,0,81
1336472,161,2539,1,Year 1,Q1,6,115.43,116.43,0,1,150
1346037,161,2581,1,Year 1,Q1,6,621.83,619.83,0,0,53
1358596,161,2760,1,Year 1,Q1,6,231.83,232.83,0,0,149
1380658,161,2139,1,Year 1,Q1,6,455.93,456.93,0,0,41
1399686,161,2826,1,Year 1,Q1,6,279.36,281.36,0,0,285
1428815,161,2290,1,Year 1,Q1,6,310.43,158.14,0,1,1835
1434905,161,1062,1,Year 1,Q1,6,159.14,159.14,0,0,150
1439621,161,1727,1,Year 1,Q1,6,402.55,243.53,1,1,702
1467326,161,1248,1,Year 1,Q1,6,251.23,175.57,0,0,28
1471816,161,1109,1,Year 1,Q1,6,304.58,216.37,0,0,364
1015241,162,1971,1,Year 1,Q1,6,291.06,291.06,0,0,312
1024358,162,2826,1,Year 1,Q1,6,281.36,281.36,0,0,80
1038357,162,2760,1,Year 1,Q1,6,233.83,232.83,0,0,55
1039118,162,1543,1,Year 1,Q1,6,483.12,450.14,1,0,81
1057979,162,2640,1,Year 1,Q1,6,242.53,242.53,0,0,13
1092582,162,2707,1,Year 1,Q1,6,221.19,220.19,0,0,107
1096838,162,2126,1,Year 1,Q1,6,438.50,438.5,0,0,26
1108527,162,1727,1,Year 1,Q1,6,403.55,247.38,1,1,337
1128333,162,1754,1,Year 1,Q1,6,273.57,274.57,0,0,418
1130130,162,1558,1,Year 1,Q1,6,619.83,619.83,0,0,95
1180782,162,2444,1,Year 1,Q1,6,707.13,548.05,0,0,96
1286652,162,1445,1,Year 1,Q1,6,595.58,484.03,0,0,81
1300028,162,2581,1,Year 1,Q1,6,619.83,621.83,0,0,161
1317247,162,1109,1,Year 1,Q1,6,305.58,203.73,0,0,81
1320954,162,2290,1,Year 1,Q1,6,309.43,160.05,0,1,1594
1332877,162,1207,1,Year 1,Q1,6,314.28,314.28,0,0,244
1357491,162,2306,1,Year 1,Q1,6,339.53,243.5,0,0,15
1367429,162,1062,1,Year 1,Q1,6,183.33,161.99,0,0,162
1387041,162,1216,1,Year 1,Q1,6,416.13,417.13,0,0,42
1389479,162,2704,1,Year 1,Q1,6,282.33,282.33,0,0,13
1398083,162,1778,1,Year 1,Q1,6,162.05,160.05,0,0,94
1402933,162,2322,1,Year 1,Q1,6,315.28,315.28,0,0,296
1413524,162,2492,1,Year 1,Q1,6,447.23,445.23,0,0,28
1427071,162,2539,1,Year 1,Q1,6,116.43,116.43,0,0,123
1458444,162,1230,1,Year 1,Q1,6,323.07,323.07,0,0,189
1475984,162,1962,1,Year 1,Q1,6,621.83,619.83,0,0,136
1483613,162,1878,1,Year 1,Q1,6,241.53,241.53,0,0,27
1489627,162,1885,1,Year 1,Q1,6,115.46,115.46,0,0,163
1034364,17,2826,1,Year 1,Q1,6,328.83,330.83,0,0,243
1035788,17,1885,1,Year 1,Q1,6,146.53,146.53,0,0,513
1063192,17,1770,1,Year 1,Q1,6,484.03,485.03,0,0,26
1068014,17,1311,1,Year 1,Q1,6,208.58,152.32,0,0,258
1077881,17,2631,1,Year 1,Q1,6,251.23,251.23,0,0,41
1078194,17,2126,1,Year 1,Q1,6,485.03,485.03,0,0,26
1084666,17,1878,1,Year 1,Q1,6,282.33,243.53,0,0,67
1090313,17,1558,1,Year 1,Q1,6,612.13,612.13,0,0,40
1100156,17,2577,1,Year 1,Q1,6,280.33,242.53,0,0,69
1101795,17,1754,1,Year 1,Q1,6,290.03,130.01,0,0,242
1102570,17,1109,1,Year 1,Q1,6,309.43,163.99,0,0,567
1104520,17,1778,1,Year 1,Q1,6,184.36,162.99,0,0,150
1125012,17,1062,1,Year 1,Q1,6,183.33,159.08,0,0,447
1140165,17,1216,1,Year 1,Q1,6,455.93,454.93,0,0,42
1147098,17,1543,1,Year 1,Q1,6,436.50,436.5,0,0,55
1158227,17,2760,1,Year 1,Q1,6,241.53,243.53,0,0,134
1179798,17,2494,1,Year 1,Q1,6,243.50,242.5,0,0,26
1191457,17,1902,1,Year 1,Q1,6,446.23,445.23,0,0,13
1191503,17,2492,1,Year 1,Q1,6,389.03,387.03,0,0,14
1197008,17,1198,1,Year 1,Q1,6,213.43,161.05,0,0,216
1218210,17,2704,1,Year 1,Q1,6,291.03,290.03,0,0,176
1235764,17,2581,1,Year 1,Q1,6,610.13,611.13,0,0,149
1241229,17,1803,1,Year 1,Q1,6,199.82,177.57,0,0,269
1247496,17,2539,1,Year 1,Q1,6,146.53,145.53,0,0,258
1249344,17,1971,1,Year 1,Q1,6,310.40,310.4,0,0,81
1255522,17,1525,1,Year 1,Q1,6,292.03,292.03,0,0,94
1275621,17,1962,1,Year 1,Q1,6,612.13,611.13,0,0,310
1296984,17,1727,1,Year 1,Q1,6,446.23,237.65,0,1,838
1301544,17,1438,1,Year 1,Q1,6,270.63,244.5,0,0,28
1332562,17,1445,1,Year 1,Q1,6,628.62,484.03,0,1,204
1370992,17,1993,1,Year 1,Q1,6,145.50,145.5,0,0,568
1372337,17,2139,1,Year 1,Q1,6,435.53,436.53,0,0,14
1381506,17,2290,1,Year 1,Q1,6,309.43,162.02,0,0,1958
1402562,17,1230,1,Year 1,Q1,6,390.00,343.41,0,0,41
1426616,17,1207,1,Year 1,Q1,6,389.00,389,0,0,122
1436407,17,2306,1,Year 1,Q1,6,339.53,340.53,0,0,13
1436513,17,2640,1,Year 1,Q1,6,280.33,244.44,0,0,189
1440404,17,2322,1,Year 1,Q1,6,380.30,378.3,0,0,161
1473686,17,2707,1,Year 1,Q1,6,222.13,222.13,0,0,473
1473760,17,1248,1,Year 1,Q1,6,252.23,253.23,0,0,42
1474401,17,1247,1,Year 1,Q1,6,445.23,445.23,0,0,41
1479872,17,2304,1,Year 1,Q1,6,437.50,437.5,0,0,14
1014359,174,1109,1,Year 1,Q1,6,309.43,98.97,0,0,1283
1030423,174,1207,1,Year 1,Q1,6,383.15,384.15,0,0,107
1054061,174,1727,1,Year 1,Q1,6,446.23,243.53,0,1,1770
1064245,174,1525,1,Year 1,Q1,6,290.03,290.03,0,0,352
1073889,174,1438,1,Year 1,Q1,6,247.38,248.38,0,0,95
1092498,174,1754,1,Year 1,Q1,6,291.03,137.8,0,0,405
1116360,174,1778,1,Year 1,Q1,6,162.05,160.05,0,0,500
1173132,174,2322,1,Year 1,Q1,6,388.06,388.06,0,0,229
1174123,174,1971,1,Year 1,Q1,6,312.40,310.4,0,0,270
1178141,174,1543,1,Year 1,Q1,6,484.03,437.5,0,1,189
1180396,174,1885,1,Year 1,Q1,6,153.26,144.53,0,1,2485
1191739,174,2707,1,Year 1,Q1,6,222.13,222.13,0,0,1133
1202435,174,2704,1,Year 1,Q1,6,290.03,290.03,0,0,136
1219067,174,2306,1,Year 1,Q1,6,339.53,339.53,0,0,94
1281986,174,2139,1,Year 1,Q1,6,437.53,436.53,0,0,14
1284844,174,1803,1,Year 1,Q1,6,195.94,147.44,0,0,177
1315817,174,2444,1,Year 1,Q1,6,628.62,486.03,0,1,676
1318936,174,1770,1,Year 1,Q1,6,484.03,485.03,0,0,27
1319891,174,2760,1,Year 1,Q1,6,242.53,242.53,0,0,284
1332273,174,2640,1,Year 1,Q1,6,282.33,243.53,0,1,377
1334623,174,1558,1,Year 1,Q1,6,611.13,611.13,0,0,42
1336565,174,2304,1,Year 1,Q1,6,438.50,437.5,0,0,80
1337076,174,1847,1,Year 1,Q1,6,257.05,257.05,0,0,55
1338563,174,1216,1,Year 1,Q1,6,456.93,454.93,0,0,80
1340971,174,1247,1,Year 1,Q1,6,428.80,428.8,0,0,108
1341147,174,1198,1,Year 1,Q1,6,168.78,168.78,0,0,230
1342991,174,2492,1,Year 1,Q1,6,387.03,387.03,0,0,67
1366492,174,2577,1,Year 1,Q1,6,280.33,242.53,0,0,149
1366514,174,2631,1,Year 1,Q1,6,252.23,251.23,0,0,41
1391853,174,2867,1,Year 1,Q1,6,628.62,485.03,0,1,283
1411723,174,1993,1,Year 1,Q1,6,155.26,144.53,0,1,2147
1413354,174,2494,1,Year 1,Q1,6,270.63,243.5,0,0,148
1421288,174,2126,1,Year 1,Q1,6,484.03,485.03,0,0,96
1429180,174,1878,1,Year 1,Q1,6,280.33,242.53,0,1,231
1431185,174,1902,1,Year 1,Q1,6,445.23,447.23,0,0,26
1444800,174,1248,1,Year 1,Q1,6,240.62,240.62,0,0,54
1454052,174,1311,1,Year 1,Q1,6,194.00,195,0,0,312
1454427,174,2581,1,Year 1,Q1,6,612.13,611.13,0,0,122
1455517,174,1445,1,Year 1,Q1,6,623.74,485.03,0,0,555
1465013,174,1062,1,Year 1,Q1,6,183.33,160.08,0,0,1053
1474816,174,1230,1,Year 1,Q1,6,390.00,388,0,0,123
1475445,174,2826,1,Year 1,Q1,6,328.83,328.83,0,0,541
1477911,174,2539,1,Year 1,Q1,6,144.53,146.53,0,0,216
1489683,174,1962,1,Year 1,Q1,6,611.13,610.13,0,0,257
1492203,174,2290,1,Year 1,Q1,6,306.58,160.11,0,1,5075
1005145,177,2581,1,Year 1,Q1,6,621.83,621.83,0,0,95
1016928,177,1754,1,Year 1,Q1,6,272.57,272.57,0,0,231
1017516,177,1993,1,Year 1,Q1,6,120.28,120.28,0,0,431
1037266,177,2640,1,Year 1,Q1,6,241.53,243.53,0,1,216
1044599,177,2707,1,Year 1,Q1,6,222.19,222.19,0,0,285
1119291,177,1062,1,Year 1,Q1,6,154.23,156.23,0,0,701
1121853,177,2492,1,Year 1,Q1,6,447.23,446.23,0,0,27
1122923,177,2760,1,Year 1,Q1,6,231.83,233.83,0,0,122
1133356,177,1207,1,Year 1,Q1,6,321.10,322.1,0,0,136
1139441,177,2826,1,Year 1,Q1,6,329.86,328.86,0,0,149
1151965,177,2444,1,Year 1,Q1,6,659.63,486.03,0,0,108
1173189,177,1543,1,Year 1,Q1,6,505.43,438.5,1,0,81
1175146,177,1727,1,Year 1,Q1,6,425.83,253.2,1,0,690
1180705,177,2539,1,Year 1,Q1,6,117.37,119.37,0,0,96
1182166,177,1248,1,Year 1,Q1,6,261.93,260.93,0,0,26
1183907,177,2577,1,Year 1,Q1,6,241.53,242.53,0,0,26
1205272,177,1558,1,Year 1,Q1,6,619.83,619.83,0,0,107
1234249,177,2304,1,Year 1,Q1,6,470.45,436.5,1,0,26
1253850,177,1525,1,Year 1,Q1,6,281.33,282.33,0,0,68
1283675,177,1962,1,Year 1,Q1,6,621.83,621.83,0,0,189
1292410,177,2126,1,Year 1,Q1,6,436.50,437.5,0,0,68
1319812,177,1878,1,Year 1,Q1,6,243.53,243.53,0,1,215
1331370,177,1778,1,Year 1,Q1,6,160.05,161.05,0,0,190
1359995,177,2322,1,Year 1,Q1,6,314.28,315.28,0,0,285
1373324,177,2704,1,Year 1,Q1,6,282.33,281.33,0,0,54
1403668,177,1109,1,Year 1,Q1,6,309.43,173.63,0,0,216
1411835,177,1885,1,Year 1,Q1,6,120.28,120.28,0,0,296
1426069,177,1971,1,Year 1,Q1,6,292.03,292.03,0,0,107
1429521,177,2139,1,Year 1,Q1,6,433.62,432.62,0,0,26
1444454,177,1445,1,Year 1,Q1,6,658.63,484.03,0,0,95
1461230,177,1230,1,Year 1,Q1,6,315.31,313.31,0,0,297
1465139,177,2306,1,Year 1,Q1,6,308.52,243.5,0,1,27
1472557,177,2290,1,Year 1,Q1,6,310.43,160.11,0,1,2431
1481447,177,1216,1,Year 1,Q1,6,417.13,416.13,0,0,40
1496615,177,2631,1,Year 1,Q1,6,260.93,261.93,0,0,27
1045426,186,1445,1,Year 1,Q1,6,660.63,484.03,0,0,80
1046508,186,1754,1,Year 1,Q1,6,239.65,238.65,0,0,177
1052308,186,1216,1,Year 1,Q1,6,417.13,417.13,0,0,27
1060477,186,2704,1,Year 1,Q1,6,281.33,282.33,0,1,69
1088833,186,2139,1,Year 1,Q1,6,426.86,426.86,0,0,41
1105803,186,1558,1,Year 1,Q1,6,619.83,621.83,0,0,134
1125406,186,2631,1,Year 1,Q1,6,260.93,260.93,0,0,26
1134160,186,2126,1,Year 1,Q1,6,437.50,437.5,0,0,41
1168436,186,2707,1,Year 1,Q1,6,220.25,220.25,0,0,162
1168553,186,1109,1,Year 1,Q1,6,306.58,178.51,0,0,163
1186968,186,2640,1,Year 1,Q1,6,243.53,242.53,0,0,176
1209919,186,1062,1,Year 1,Q1,6,169.78,148.41,0,0,229
1213149,186,2760,1,Year 1,Q1,6,231.83,231.83,0,0,94
1216134,186,2826,1,Year 1,Q1,6,280.36,281.36,0,0,217
1230700,186,1971,1,Year 1,Q1,6,290.06,291.06,0,0,134
1239996,186,2577,1,Year 1,Q1,6,243.53,241.53,0,0,26
1240258,186,1248,1,Year 1,Q1,6,238.62,211.46,0,0,55
1240592,186,2867,1,Year 1,Q1,6,660.63,486.03,0,0,26
1254412,186,2322,1,Year 1,Q1,6,324.01,323.01,0,0,176
1261542,186,2290,1,Year 1,Q1,6,309.43,160.05,0,1,1472
1307582,186,1878,1,Year 1,Q1,6,242.53,242.53,0,0,68
1351290,186,1727,1,Year 1,Q1,6,402.55,258.02,1,0,256
1359905,186,2444,1,Year 1,Q1,6,659.63,486.03,0,0,122
1373338,186,2306,1,Year 1,Q1,6,311.37,242.5,0,0,109
1384577,186,1778,1,Year 1,Q1,6,161.08,159.08,0,0,68
1395168,186,2492,1,Year 1,Q1,6,446.23,445.23,0,0,15
1398164,186,1543,1,Year 1,Q1,6,505.43,443.29,1,0,135
1400360,186,1207,1,Year 1,Q1,6,325.98,323.98,0,0,148
1402895,186,1993,1,Year 1,Q1,6,116.46,114.46,0,0,107
1405799,186,1902,1,Year 1,Q1,6,486.03,484.03,0,0,27
1407884,186,1885,1,Year 1,Q1,6,113.55,112.55,0,0,283
1410607,186,2304,1,Year 1,Q1,6,503.43,458.81,1,0,42
1424083,186,1230,1,Year 1,Q1,6,311.43,311.43,0,0,121
1437376,186,1962,1,Year 1,Q1,6,620.83,621.83,0,0,150
1460747,186,1525,1,Year 1,Q1,6,282.33,280.33,0,1,40
1474964,186,2581,1,Year 1,Q1,6,621.83,619.83,0,0,175
1485486,186,2539,1,Year 1,Q1,6,110.61,111.61,0,0,217
1048916,20,1311,1,Year 1,Q1,6,189.21,187.21,0,0,555
1061322,20,1558,1,Year 1,Q1,6,626.62,611.13,0,1,15
1073771,20,1525,1,Year 1,Q1,6,291.03,291.03,0,0,108
1087661,20,2290,1,Year 1,Q1,6,309.43,153.26,0,1,1715
1091594,20,1770,1,Year 1,Q1,6,486.03,486.03,0,0,15
1092153,20,1062,1,Year 1,Q1,6,182.36,159.08,0,0,231
1131212,20,2539,1,Year 1,Q1,6,145.50,146.5,0,0,162
1135905,20,1902,1,Year 1,Q1,6,445.23,447.23,0,0,53
1149320,20,2707,1,Year 1,Q1,6,226.07,224.07,0,0,324
1167850,20,2867,1,Year 1,Q1,6,626.62,486.03,0,1,135
1171074,20,2492,1,Year 1,Q1,6,389.03,388.03,0,0,28
1171779,20,2640,1,Year 1,Q1,6,280.33,243.53,0,0,108
1174589,20,2444,1,Year 1,Q1,6,627.62,485.03,0,1,55
1190125,20,1445,1,Year 1,Q1,6,627.62,485.03,0,1,26
1213216,20,1847,1,Year 1,Q1,6,272.63,242.5,0,0,28
1213832,20,1109,1,Year 1,Q1,6,311.43,139.71,0,0,393
1224634,20,1803,1,Year 1,Q1,6,231.83,143.59,0,0,393
1225516,20,1230,1,Year 1,Q1,6,388.00,372.51,0,1,94
1229123,20,1878,1,Year 1,Q1,6,281.33,243.53,0,0,53
1238508,20,2322,1,Year 1,Q1,6,389.00,384.12,0,1,148
1270500,20,2704,1,Year 1,Q1,6,292.03,290.03,0,0,163
1291505,20,1216,1,Year 1,Q1,6,454.93,455.93,0,0,55
1299310,20,1247,1,Year 1,Q1,6,445.23,445.23,0,0,27
1319338,20,2577,1,Year 1,Q1,6,280.33,243.53,0,0,136
1326437,20,1885,1,Year 1,Q1,6,145.50,146.5,0,0,634
1350127,20,1778,1,Year 1,Q1,6,181.39,161.08,0,0,175
1351931,20,2631,1,Year 1,Q1,6,252.23,252.23,0,0,40
1384126,20,2306,1,Year 1,Q1,6,338.53,338.53,0,0,14
1384140,20,1993,1,Year 1,Q1,6,145.53,145.53,0,0,379
1385125,20,2581,1,Year 1,Q1,6,612.13,610.13,0,1,121
1392920,20,2126,1,Year 1,Q1,6,484.03,484.03,0,0,42
1395164,20,1198,1,Year 1,Q1,6,212.43,178.51,0,0,242
1397733,20,1727,1,Year 1,Q1,6,445.23,242.53,0,0,377
1423139,20,1971,1,Year 1,Q1,6,312.40,310.4,0,0,69
1424715,20,1438,1,Year 1,Q1,6,242.50,244.5,0,0,14
1427685,20,2760,1,Year 1,Q1,6,242.53,243.53,0,0,81
1438566,20,2826,1,Year 1,Q1,6,329.83,329.83,0,0,190
1449591,20,1754,1,Year 1,Q1,6,290.03,226.01,0,0,122
1468781,20,1543,1,Year 1,Q1,6,438.50,437.5,0,0,15
1469115,20,2304,1,Year 1,Q1,6,436.50,437.5,0,0,42
1488509,20,1962,1,Year 1,Q1,6,627.62,610.13,0,1,163
1498636,20,2494,1,Year 1,Q1,6,271.63,243.5,0,0,13
1037129,23,1971,1,Year 1,Q1,6,324.04,323.04,0,0,67
1038922,23,1525,1,Year 1,Q1,6,292.03,290.03,0,0,69
1057031,23,2826,1,Year 1,Q1,6,309.43,309.43,0,0,487
1064425,23,1754,1,Year 1,Q1,6,286.15,192.12,0,0,433
1081224,23,2867,1,Year 1,Q1,6,627.62,485.03,0,0,14
1083507,23,1770,1,Year 1,Q1,6,484.03,486.03,0,0,13
1083547,23,1062,1,Year 1,Q1,6,183.39,160.08,0,0,607
1088406,23,2539,1,Year 1,Q1,6,144.53,144.53,0,0,312
1092278,23,2494,1,Year 1,Q1,6,270.63,244.5,0,0,69
1102056,23,1962,1,Year 1,Q1,6,621.80,621.8,0,0,149
1123913,23,2290,1,Year 1,Q1,6,305.55,155.2,0,1,3808
1129589,23,1311,1,Year 1,Q1,6,196.94,197.94,0,0,177
1131918,23,2707,1,Year 1,Q1,6,218.25,219.25,0,0,581
1156719,23,2581,1,Year 1,Q1,6,612.13,612.13,0,0,177
1167364,23,1445,1,Year 1,Q1,6,626.62,491.79,0,1,311
1168057,23,1885,1,Year 1,Q1,6,135.83,146.5,0,1,809
1184595,23,2126,1,Year 1,Q1,6,485.03,486.03,0,0,40
1201577,23,1778,1,Year 1,Q1,6,182.36,159.14,0,0,433
1218666,23,2322,1,Year 1,Q1,6,388.00,388,0,0,108
1235403,23,1109,1,Year 1,Q1,6,291.06,127.13,0,0,931
1278654,23,1230,1,Year 1,Q1,6,389.00,388,0,0,96
1285740,23,1727,1,Year 1,Q1,6,446.23,247.41,0,1,1526
1291299,23,1438,1,Year 1,Q1,6,270.63,243.5,0,0,82
1306058,23,2304,1,Year 1,Q1,6,437.50,436.5,0,0,95
1309592,23,1543,1,Year 1,Q1,6,438.50,436.5,0,0,55
1318063,23,2631,1,Year 1,Q1,6,253.23,252.23,0,0,14
1345592,23,2760,1,Year 1,Q1,6,242.53,243.53,0,0,14
1419324,23,2640,1,Year 1,Q1,6,281.33,243.53,0,0,175
1420403,23,2139,1,Year 1,Q1,6,435.53,435.53,0,0,13
1424805,23,1902,1,Year 1,Q1,6,447.23,445.23,0,0,28
1424839,23,1993,1,Year 1,Q1,6,145.50,147.5,0,0,890
1438051,23,1198,1,Year 1,Q1,6,213.43,162.05,0,0,53
1448356,23,2444,1,Year 1,Q1,6,626.62,484.03,0,1,175
1457295,23,1207,1,Year 1,Q1,6,390.00,388,0,0,109
1461764,23,1847,1,Year 1,Q1,6,242.50,244.5,0,0,54
1468720,23,1878,1,Year 1,Q1,6,280.33,242.53,0,0,94
1491422,23,1558,1,Year 1,Q1,6,612.13,612.13,0,0,69
1498263,23,2704,1,Year 1,Q1,6,292.03,290.03,0,0,14
1014382,26,2704,1,Year 1,Q1,6,282.33,280.33,0,0,82
1097689,26,2760,1,Year 1,Q1,6,233.83,232.83,0,0,95
1098224,26,2707,1,Year 1,Q1,6,220.25,220.25,0,0,270
1108437,26,1207,1,Year 1,Q1,6,305.55,306.55,0,0,190
1117807,26,2139,1,Year 1,Q1,6,454.93,456.93,0,0,14
1120424,26,2290,1,Year 1,Q1,6,311.43,161.05,0,1,3388
1120594,26,1962,1,Year 1,Q1,6,621.83,619.83,0,0,15
1123302,26,1109,1,Year 1,Q1,6,311.43,233.83,0,0,216
1137278,26,1902,1,Year 1,Q1,6,485.03,484.03,0,0,13
1147305,26,1971,1,Year 1,Q1,6,292.03,292.03,0,0,54
1149905,26,2826,1,Year 1,Q1,6,327.86,327.86,0,0,95
1165101,26,2492,1,Year 1,Q1,6,445.23,447.23,0,0,26
1183853,26,1062,1,Year 1,Q1,6,153.26,155.26,0,0,554
1198209,26,2322,1,Year 1,Q1,6,314.28,316.28,0,0,243
1198682,26,2539,1,Year 1,Q1,6,119.34,121.28,0,1,161
1217546,26,1754,1,Year 1,Q1,6,292.03,229.89,0,0,297
1257986,26,1878,1,Year 1,Q1,6,242.53,242.53,0,0,123
1258315,26,2581,1,Year 1,Q1,6,620.83,621.83,0,0,108
1258524,26,2631,1,Year 1,Q1,6,261.93,260.93,0,0,26
1277140,26,1727,1,Year 1,Q1,6,426.83,243.53,1,1,554
1279799,26,1247,1,Year 1,Q1,6,484.03,484.03,0,0,14
1292820,26,2304,1,Year 1,Q1,6,471.45,437.5,1,0,81
1312732,26,1248,1,Year 1,Q1,6,260.93,260.93,0,0,13
1325203,26,2577,1,Year 1,Q1,6,242.53,243.53,0,0,296
1329898,26,2126,1,Year 1,Q1,6,436.50,436.5,0,0,13
1358921,26,1558,1,Year 1,Q1,6,619.83,619.83,0,0,68
1386196,26,1230,1,Year 1,Q1,6,308.46,309.46,0,0,298
1390382,26,1525,1,Year 1,Q1,6,282.33,280.33,0,0,26
1406392,26,1543,1,Year 1,Q1,6,505.43,436.5,1,0,122
1437155,26,1778,1,Year 1,Q1,6,180.48,157.17,0,0,163
1442460,26,2306,1,Year 1,Q1,6,244.50,242.5,0,0,42
1458209,26,2640,1,Year 1,Q1,6,242.53,243.53,0,0,14
1471413,26,1885,1,Year 1,Q1,6,118.40,119.34,0,1,215
